hscode,description,net_wt_kg,assess_value_bdt,invoice_value_bdt
84748000,"Other Machinery For Earth, Stone, Ores, Etc, Nes",380038,458852468,437391135
84749000,Parts Of Machinery Of 84.74,33964,45999359,44731727
84752900,Machines For Manufacturing/Hot Working Glass/Glassware(Exc.Optical Fibres),1333207,1513962766,1374661933
84759000,Parts Of Machines Of 84.75,388,144076,42945
84762100,"Automatic Beverage-Vending Machines, With Heating Or Refrigerating Devices",574,441843,433131
84762900,"Automatic Beverage-Vending Machines,Without Heating/Refrigerating Devices",3515,1533036,1502830
84768100,Automatic Vending Machines Wth Heatng/Refrigertng Devices(Exc.Bev.Machines,520,332944,326382
84768900,"Automatic Vending Machines Without Heating/Refrigerating Devices,Nes",947,645856,112884
84769000,Parts For Automatic Goods-Vending Machines,39,24405,3068
84771000,"Injection-Moulding Machines For Working Rubber Or Plastics, Etc",1112798,491742399,432867747
84772000,Extruders For Working Rubber Or Plastics And Making Products Thereof,539438,555402423,538747357
84773000,"Blow Moulding Machines For Working Rubber Or Plastics, Etc",209591,186418925,174071886
84774000,Vacuum Moulding Machines And Other Thermoforming Machines For Rubber...,66407,32640808,28250571
84775100,Machinery For Moulding Or Retreading Pneumatic Tyres...,3800,1414449,1065036
84775900,"Machinery For Moulding Or Forming Rubber Or Plastics, Etc, Nes",9796,9629134,7971574
84778000,"Other Machinery For Working Rubber/Plastics Or Making Products Thereof,Nes",346607,838722244,806822274
84779000,"Parts Of Machinery For Working Rubber Or Plastics, Etc",48179,87354404,84625306
84781000,"Machinery For Preparing Or Making Up Tobacco, Nes",16100,42539274,41699080
84789000,Parts Of Machinery Preparing Or Making Up Tobacco,1682,19787380,19390665
84791000,"Machinery For Public Works, Building..., Having Individual Functions",3742,2113617,1722708
84792000,Machinery For The Extraction/Preparation Of Animal/Vegetable Fats Or Oil,31509,14323905,13935051
84793000,"Machinery For Treating Wood Or Cork, Having Individual Functions",19560,7345087,3024555
84794000,Rope Or Cable-Making Machines,142498,203291027,194721219
84795000,"Industrial Robots, Nes",566,941314,922765
84796000,Evaporative Air Coolers,12663,5552376,882423
84797900,Other Passenger boarding bridges:,1164,971820,917077
84798100,"Machines For Treatng Metal,Inc.Elec.Wire Coilwinders,Individual Functions",245810,148023508,145928263
84798200,"Machines For Mixing,Kneading,Crushing,Grinding,Having Individual Functions",130105,294171802,285305824
84798900,"Machines, having individual functions, nes",1886079,1811481523,1554819102
84799000,Parts Of Machines Having Individual Functions Of Hs Heading 8479,21210,18716224,17584019
84801000,Moulding Boxes For Metal Foundry,8797,13228965,6288625
84802000,Mould Bases,41299,65857659,33012030
84803000,Moulding Patterns,14336,27354644,13182306
84804100,Injection Or Compression Type Moulds For Metal Or Metal Carbides,23311,38543582,14904422
84804900,Moulds For Metal Or Metal Carbides (Excl. Injection Or Compression),143262,237258473,147187757
84805000,Moulds For Glass,2218,4360212,4247997
84806000,Moulds For Mineral Materials,146204,152922461,62957854
84807100,Injection Or Compression Type Moulds For Rubber Or Plastics,286880,485628702,333036269
84807900,Moulds For Rubber Or Plastics (Excl. Injection Of Compression),213392,377328210,235024613
84811011,"Pressure-reducing valves,... not exceeding 1 inch Pressure regulator/valve for LPG",96677,25685451,23737447
84811019,"Pressure-reducing valves,... not exceed 1 inch, Excl. Press. regulator/valve for LPG",13356,13415537,11374486
84811090,Exclu. Inner Diameter not exceeding 1 inch,6439,23081559,22038773
84812010,"Valves for oleohydraulic or pneumatic transmission, inner diameter not exceeding 1 inch",47385,21637549,17294117
84812090,"Valves for oleohydraulic or pneumatic transmissions,Excl.Inner diameter not excee. 1 inc",24331,12483175,11086442
84813019,"Check (nonreturn) valves, inner diameter <= 1 inch.",28858,16990713,15553521
84813090,"Check (nonreturn) valves, Excl. Inner Diameter <= 1 inch.",104914,51416686,34501369
84814011,"Safety or relief valves, Inner diameter <= 1 inch., Safety or relief valve for LPG",63909,61331994,60110956
84814019,"Safety or relief valves, Inner dia. <= 1 inch., Excl. Safety or relief valve for LPG",9517,8117968,7263599
84814090,"Safety or relief valves, Excl. diameter <= 1 Inch",5383,6023940,5183964
84818010,Inner-Tube Valves For motorized or non-motorized vehicles,18814,21411081,20868636
84818021,Hand diaphragm valve,890,2525805,2449085
84818029,Hand diaphragm valve,197837,234516791,213042723
84818090,"Inner Diameter <1 inch,nes",245928,985946945,959067782
84819010,Parts of taps and cocks,140959,56297015,40354350
84819090,"Parts of taps and cocks, NES",2461,17593886,17078314
84821000,Ball Bearings,772207,429943743,314352335
84822000,"Tapered Roller Bearings, Including Cone And Tapered Roller Assemblies",64552,44170045,33005487
84823000,Spherical Roller Bearings,10677,12834706,10767006
84824000,Needle Roller Bearings,4267,3774643,3589602
84825000,Other Cylindrical Roller Bearings (Excl. Needle),11913,22023913,21470523
84828000,"Ball Or Roller Bearings (Incl. Combined Ball/Roller Bearings), Nes",13419,21307615,18580510
84829100,"Balls, Needles And Rollers",52948,30297368,19298078
84829900,"Parts Of Ball Or Roller Bearings (Excl. Balls, Needles And Rollers)",70980,28910662,20655624
84831000,Transmission shafts (incl. cam and crank shafts) and cranks,203399,198643977,159557776
84832000,"Bearing housings, incorporating ball or roller bearings",142277,77201285,41211378
84833000,"Bearing Housings, Nes; Plain Shaft Bearings",37065,49219680,41327589
84834000,Gears and gearing; ball or roller screws; gear boxes and other speed changers...,387580,218751669,164964676
84835000,Flywheels And Pulleys (Incl. Pulley Blocks),100433,52793115,32345473
84836000,Clutches And Shaft Couplings (Incl. Universal Joints),32617,39895999,34256256
84839000,"Parts Of Transmission Shafts, Cranks, Bearing Housings, Gears, Etc",28916,28642259,25591511
84841000,Gaskets... Of Metal Combined With Other Materials Or >1 Metal Layer,34249,20716179,16344344
84842000,Mechanical Seals,8366,25479776,24357135
84849000,Sets Or Assortments Of Gaskets And Similar Joints,244,5425220,5289411
84858000,"Machines for additive manufacturing, NES",935,351081,215216
84863000,Machines and apparatus for the manufacture of flat panel displays,1000,372208,331290
84871000,Ships' or boats' propellers and blades therefore,158,59404,15153
84879000,Machinery Parts other than ships' or boats' propellers and blades therefore,84129,182150855,173223312
85011010,Fan motor fitted with revolving mechanism,66588,30007394,22162233
85011090,Motors Of An Output =<37.5 W,63126,44110924,34763907
85012010,Fan motor fitted with revolving mechanism,86555,38469039,25600116
85012091,Motors of an output not exceeding 37.5 W but not exceeding 750 W,295113,134570281,112887767
85012099,Excluding Motors of an output not exceeding 37.5 W but not exceeding 750 W,21100,17267869,16339206
85013100,"Oth DC motors; DC generators, other than photovoltaic genera <=1200 W",47106,31545834,27882622
85013100,"Oth DC motors; DC generators, other than photovoltaic genera <=750 W",57,8711,2440
85013200,"Oth DC motors; DC generators, other than photovoltaic generators : >1200 W But <=75 Kw",449338,203054105,155312927
85013300,"Oth DC motors; DC generators, other than photovoltaic generators >75 Kw But <=375 Kw",2550,1987717,1952402
85013400,"Oth DC motors; DC generators, other than photovoltaic generators >375 kW",8019,14937896,14641103
85014010,"Ac motors, single-phase.. Of an output not exceeding 750 W",127721,70216730,55591878
85014020,"Ac motors, single-phase...Of an output exceeding 750 W but not exceeding 75 KW",212247,97015633,76268064
85014090,"Ac motors, single-phase...Excl. Of an output not exceeding 750 W",39963,15536514,11977233
85015100,"Ac Motors, Multi-Phase, Of An Output =<750 W",19694,12026043,8074483
85015200,"Ac motors, multi-phase, of an output >750 W-<=75 kW",67727,51574841,45670204
85015300,"Ac Motors, Multi-Phase, Of An Output >75 Kw",15148,14483896,14019136
85016200,"AC generators (alternators), other than photovoltaic generators=>75 Kva But <=375 Kva",4700,1764844,490800
85016300,"AC generators (alternators), other than photovoltaic generato >=375 Kva But <=750 Kva",5468,2053234,1054975
85017210,Photovoltaic DC generators : Of an output exceeding 50 W :,46,11264,4295
85017220,Photovoltaic DC generators :Of an output exceeding 750 W not exceeding 75 kW,264,1100118,1084778
85017240,Photovoltaic DC generators : Of an output exceeding 50 W :,475047,226105350,221809437
85018010,Photovoltaic AC generators,7718,3661145,3608509
85018090,Photovoltaic AC generators,220,1092673,1071142
85021100,"Generating Sets With Compression-Ignition Engines, =<75 Kva",204686,142512882,134174478
85021200,"Generating Sets With Compression-Ignition Engines, >75 Kva But <=375 Kva",122501,123656826,121100006
85021300,"Generating Sets With Compression-Ignition Engines, >375 Kva",220303,440521155,431538165
85022000,Generating sets with spark-ignition internal combustion piston engines,262628,853793245,836910521
85023900,"Generating sets (excl. wind-powered), nes",1836,669476,36726
85024000,Electric Rotary Converters,77,814729,779022
85030020,PARTS OF OTHER GENERATOR,15988,15657355,14509314
85030030,Rotor/Motor bush/Casing for electric motors,442773,170615741,104969676
85030091,Stator with winding wire,189227,82879226,57485144
85030092,STATOR WITHOUT WINDING WIRE,87094,32773886,15304697
85030093,Others parts of motor,34331,13431837,8740265
85030099,Stator other than with/without winding wire,18280,8396383,3731487
85041000,Ballasts For Discharge Lamps Or Tubes,34,263153,257969
85042100,"Liquid Dielectric Transformers, Power Handling Capacity =<650 Kva",571044,837534155,829236719
85042290,Having a power handling capacity exceeding 1000kVA but not exceeding 10000kVA,2000,1033248,1012889
85042310,"Liquid Dielectric Transformers, Power Handling Capacity >10000 Kva",6,5208,5103
85042390,"Liquid Dielectric Transformers, Power Handling Capacity >10000 Kva",218,400532,12270
85043100,"Transformers, Nes, Power Handling Capacity =<1 Kva",64854,47395782,38278361
85043200,"Transformers, Nes, Power Handling Capacity =>1 Kva But <=16 Kva",1591,3050713,2684544
85043300,"Transformers, Nes, Power Handling Capacity 16-500 Kva",2569,6741564,6583719
85043400,"Transformers, Nes, Power Handling Capacity >500 Kva",67554,67385356,64990030
85044010,Mobile battery charger(less than 6V),49634,135338674,112035664
85044020,UPS/IPS (Capacity upto 2000 VA),314973,215247894,177286639
85044030,"Voltage stabilizer (capacity upto 2,000 VA)",6261,5142649,3286485
85044040,Solar Inverter,67647,73066053,62397778
85044090,Other Static converters,594608,529659209,459166294
85045000,"Inductors, Nes",10517,56761272,53981693
85049010,"Electrical transformers, static converters .. Tap Changer",20499,161432047,158202778
85049030,"Electrical transformers, static converters .. Parts, Parts of static converter",57881,21293640,13616365
85049090,"Parts Of Transformers, Inductors And Static Converters, Nes",96681,36384388,29154759
85051100,Permanent Magnets And Articles Becoming Permanent Magnets Of Metal,661,5567611,5443811
85051900,Permanent Magnets And Articles Becoming Permanent Magnets (Excl. Metal),27093,11822701,4840486
85052000,"Electro-Magnetic Couplings, Clutches And Brakes",7336,5762631,2994992
85059000,"Other Electro-Magnetic Or Permanent Magnet Chucks,Etc;Incl.Parts Of Magnet",5020,2933326,2399314
85061000,"Primary cells & primary Battery of Manganese dioxide, TV",3320,3359721,2073630
85065000,Primary Cells And Primary Batteries Of Lithium,4524,10124017,4434563
85069010,Separator (Parts Of Primary Cells And Primary Batteries),64,24033,7853
85069090,"Parts Of Primary Cells And Primary Batteries,Excl.Separator, Nes",5600,3923781,2661467
85071000,Lead-Acid Accumulators For Starting Piston Engines,76394,37824714,35692069
85072010,Sealed (capacity 85 amp or less),19420,8172815,7934246
85072090,Other Lead Acid Accumulators,80858,69331665,64176358
85073000,"Nickel-Cadmium Accumulators, Separators.",21161,22989267,21962939
85075000,Nickel-metal hydride,5326,2963197,2117662
85076000,Lithium-ion,1416231,3428810361,3264332446
85078010,"Electric Accumulators,Seperators(Excl.Lead-Acid,Nickel-Cadmium/Nickel-Iron",31638,26297441,16483950
85078090,"Electric Accumulators,Seperators(Excl.Lead-Acid,Nickel-Cadmium/Nickel-Iron",45381,126478636,124546640
85079010,Battery Separator imported by battery manufacturing industries,152278,73093368,64291193
85079010,Separators,8991,3846783,3450188
85079090,"Parts Of Electric Accumulators, Nes",319265,85419125,67086686
85081100,"Vacuum Cleaners of a power not >1,500 W and a dust bag or oth recept. Cap. Not",686,256279,169229
85081900,"Vacuum Cleaners of a power >1,500 W and a dust bag or oth recept. Cap. > 20 l",8108,2593705,1774874
85086010,"Other vacuum cleaners, Industrial type",1967,755690,497242
85086090,"Other vacuum cleaners, Excluding Industrial type",3129,1063159,588997
85087000,Parts,16,321357,315026
85094000,Electro-Mechanical Domestic Food Grinders/Mixers/Juice Extractors,192939,42856268,38258759
85098000,"Electro-Mechanical Domestic Appliances, Nes, With Electric Motor",37591,9795863,7037314
85099000,Parts Of Electro-Mechanical Domestic Appliances,118707,47296707,37093053
85101000,Shavers With Self-Contained Electric Motor,57,185196,64547
85102000,Hair Clippers With Self-Contained Electric Motor,1128,2163891,1422952
85103000,"Hairremoving Appliances Wth Selfcontained Elec.Motor,(Exc.Shavers/Clippers",624,646955,470923
85109000,Parts Of Shavers And Hair Clippers Etc With Self-Contained Electric Motor,20443,6603873,4308224
85111010,Sparking Plugs,2,86240,84540
85111090,Sparking Plugs,25106,75563797,69545392
85112000,Ignition magnetos; magneto-dynamos; magnetic flywheels,4649,8928446,8674478
85113000,Distributors; Ignition Coils,21783,65871255,61682895
85114000,Starter motors and dual purpose starter-generators,58571,35732870,27538433
85115000,"Generators, Nes, For Internal Combustion Engines",5142,4226919,4000993
85118000,"Ignition/Starting Equipment, Nes, For Internal Combustion Engines",1458,1829538,1481453
85119000,Parts Of Electrical Ignition/Starting Equipment Of 85.11,78721,38421020,22630400
85121000,Lighting Or Visual Signalling Equipment For Bicycles,4273,1804151,1001614
85122000,Lighting Or Visual Signalling Equipment For Motor Vehicles,263298,163857628,119259974
85123000,Sound Signalling Equipment For Cycles Or Motor Vehicles,58744,31922692,20296771
85124000,"Windscreen Wipers, Defrosters And Demisters For Motor Vehicles",12473,6184321,3500167
85129000,"Parts Of Vehicle Lighting/Signalling, Etc, Equipment Of 85.12",4008,2510657,1751552
85131090,"Lamps, NES",169594,31500598,26526477
85139010,Parts of solar powered lantern/lamps having no provision for electrical power,40,20025,13497
85139090,Parts of portable electric lamps of 85.13,43149,11374517,7985304
85141900,Resistance heated furnaces and ovens : Excluding Hot isostatic presses,13703,9813164,7681439
85142000,Induction Or Dielectric Industrial Or Laboratory Furnaces And Ovens,67837,37984477,36231355
85143900,"Other furnaces and ovens , NES",4269,3043203,2563015
85144000,Industrial Or Laboratory Inductionor Dielectric Heating Equipment,177,1287546,1266111
85149000,"Parts Of Industrial Or Laboratory Furnaces And Ovens, Etc, Of 85.14",11020,9180018,8610320
85151100,Soldering Irons And Guns,16768,21241610,19832905
85151900,"Brazing Or Soldering Machines And Apparatus, Nes",7471,4836656,3037988
85152100,"Machines For Resistance Welding Of Metal, Fully Or Partly Automatic",3635,7522167,7335865
85152900,"Machines And Apparatus For Resistance Welding Of Metal, Not Automatic",4174,2638938,2391276
85153100,"Machines For Arc (Incl. Plasma Arc) Welding Of Metals, Automatic",7059,2763462,2089901
85153900,"Machines For Arc (Incl. Plasma Arc) Welding Of Metals, Not Automatic",41902,26403848,24329790
85158000,"Machines And Apparatus For Welding/Spraying Of Metals, Nes",41484,27774932,24974538
85159000,"Parts Of Soldering, Brazing, Welding, Etc, Machines/Apparatus Of 85.15",74119,25893097,15289656
85161010,Solar water heater with insulated storage tank,18,3075,3075
85161090,Other than water heater with insulated storage tank,12854,5137094,4573073
85162100,Electric Storage Heating Radiators,1287,108543,84418
85162900,"Electric space heating and soil heating apparatus, nes",1156,817830,736558
85163100,Electro-Thermic Hair Dryers,9635,5515915,4443630
85163200,"Electro-Thermic Hair-Dressing Apparatus, Etc (Excl. Dryers)",5015,3469856,2572132
85163300,Electro-Thermic Hand-Drying Apparatus,800,323860,256779
85164010,Industrial Steam Iron,6965,5980172,4304045
85164090,"Other Electrical Smoothing Irons,Nes",8558,3011830,2155402
85165000,Microwave Ovens,43785,19656676,16139464
85166000,"Electric Ovens, Nes; Cookers, Cooking Plates, Boiling Rings, Grillers...",188242,59033381,48458095
85167100,Electro-Thermic Coffee Or Tea Makers,8909,2394211,1839274
85167200,Toasters,1630,399523,325929
85167910,"Electro-Thermic Domestic Appliances, Nes",719,282281,133030
85167920,Mosquito/Insect killing bat,34188,17517816,15246525
85167990,"Electro-Thermic Domestic Appliances, Nes",47878,16526482,11388963
85168000,Electric Heating Resistors (Excl. Those Of 85.45),35929,19931511,18370207
85169000,Parts Of Electro-Thermic Appliances Of 85.16,548250,181085479,142929740
85171100,"Telephone set,inclu.telephone for cellu. network line t.phon Sets With ordless Handsets",4020,1978865,1769089
85171300,Smartphones,2568,106977365,95766987
85171400,Other telephones for cellular networks or for other wireless networks,1,7513,4908
85176100,"Other apparatus for transmission or reception of voice, images or other data??b",122789,1205778239,559130355
85176210,Transmitting and receiving apparatus,2361,27992719,27597624
85176220,Telephonic or telegraphic switching apparatus,2,2454,2454
85176230,"Modem; Ethernet interface card; computer network switch, hub and router",154960,446190967,423375857
85176240,G.master clock; modulator; m.plexer; optical fiber platform; network mgmt. system,4458,66711964,65836681
85176250,"WI-FI WIMAX LAN Card Access point,Security Dev",178,17434065,17092808
85176260,ANTENA FOR BASE STATION,32827,39078190,38532733
85176290,"Other reception, transmission app.(excl. modem, telephonic/telegraphic switch.",113958,392918051,265565170
85177900,Parts : NES,90808,1935981760,1870382981
85181000,Microphones And Stands Therefor,15246,12238313,10704571
85182100,"Single Loudspeakers, Mounted In Their Enclosures",5971,4503995,3576036
85182200,"Multiple Loudspeakers, Mounted In The Same Enclosure",12408,5889833,3149129
85182900,"Loudspeakers, Not Mounted In Encloseurs",112106,142582538,112080667
85183000,"Headphones, Earphones And Combined Microphone/Speaker Sets",201820,71299197,47998588
85184000,Audio-Frequency Electric Amplifiers,16370,8109020,3276408
85185000,Electric Sound Amplifier Sets,63884,23687813,9529748
85189000,Parts Of Apparatus Of 85.18,97541,36180071,27106066
85193000,Turntables (record-decks) :,245,113072,71902
85198120,"Other apparatus, Using magnetic, optical or semiconductor media, In CBU condit",32589,10850072,6361726
85198910,"Other Sound recording or reproducing apparatus, In CKD condition, nes",67,637321,618629
85198920,"Other Sound recording or reproducing apparatus, In CBU condition, nes",102211,34985632,23527259
85211010,"Video Recording..Appa.,With/Without Video Tuner,Magnetic Tape-Type In Ckd",24,3600,3600
85211020,"Video Recording..Appa.,With/Without Video Tuner,Magnetic Tape-Type In Cbu",15,6758,6626
85219010,"Video Recording/Reprod,Appara.With/Without Vdo Tuner,Exc,Mag.Tape In Ckd",8,12518,6135
85219020,"Vdo Rcding./Reprod.Appa.,With/Without Vdo Tuner,Exc.Mag.Tape Type In Cbu",30896,15685478,9725804
85229010,OTHER APPARATUS OF THE HEADING 8519,9424,2999303,1932022
85229020,For apparatus of Heading 85.21,155,155214,17792
85229090,"Parts & acc. for use with apparatus of 85.19 to 85.21, (excl.pick-up cartridges),nes",12,6007,2945
85232100,Cards incorporating a magnetic stripe,15,161422,69326
85232911,Recitation from the Holy Quran; Reproductions of speech,240,93875,92025
85232913,Other software for automatic data processing machines,1,2733632,2679768
85232919,"Other recorded media excl. rec. from holy Quran, software, reproduction of spe",2,34099,33427
85234100,Optical media: Unrecorded,1380,898275,781574
85234921,Database; os; development tools; productivity; communication or collaboration soft.,1,125372531,122902162
85234929,Optical media: Incorporating computer software,36,273114536,236789606
85234990,Other Optical media (EXCL. Unrecorded),1168,1247364577,1247353242
85235110,Flash memory card or similar media,912,70173139,62769987
85235121,"Database,os, dev. tools, security software ms office internet ... presentation tools",3,31433,16042
85235129,Other software for automatic data processing machines,2,62593147,61359763
85235190,"Solid-state non-volatile storage devices, excl flash memory",81,11534901,11320189
85235200,Smart cards,10559,407320736,402994425
85235910,Proximity Cards and tags,1000,438082,122700
85235920,RFID TAG,481,8053272,7826168
85235990,Semiconductor media : Excl. Proximity Cards and tags,1,4360,3921
85238020,Other software for automatic data processing machines,17,173355,169940
85238090,Excl Database; os; dev. tools; productivity; commn or collaboration soft.,8,35760825,35056259
85241110,Panel of apparatus of Heading 85.28,4,173503,170084
85241190,Flat panel display module Without drivers or control circuits :Of liquid crystals :,5,77289,74730
85241210,OLED panel of apparatus of Heading 85.28,0,2732,2648
85241210,OLED panel of apparatus of Heading 85.28 Imported by TV manufacturing industry,5075,35636474,31770821
85241910,LED panel of apparatus of Heading 85.28,1015,3838546,3348896
85241910,LED panel of apparatus of Heading 85.28 Imported by TV manufacturing industry,6472,31359138,29220577
85241990,"Flat panel display modules, Without drivers or control circuits : NES",15,688112,669015
85249100,"Flat panel display modules, whether or not incorporating Of liquid crystals",6397,53997791,45977161
85249900,"Flat panel display modules, whether or not incorporating touch-sensitive screens,NES",67315,1380516764,1340417630
85255090,"Transmission apparatus, excl. aircraft",414,2393905,2307147
85256020,Walkietalkie,25,68854,45399
85256090,"Other Transmission apparatus incorporating reception apparatus(excl. aircraft,",12100,52531950,51491714
85258110,High-speed goods as specified in Subheading Note 1 to this Chapter,4821,1291374,644006
85258190,High-speed goods as specified in Subheading Note 1 to this Chapter,650,2845378,2473528
85258290,"Other, radiation-hardened or radiation-tolerant goods as specified in Subheading Not2",236,180356,75706
85258310,"Other, night vision goods as specified in Subheading Note 3 to this Chapter",430,768405,740004
85258390,"Other, night vision goods as specified in Subheading Note 3 to this Chapter",361,2856792,2592528
85258900,"Flat panel display modules, whether or not incorporating touch-sensitive screens. NES",13768,21433064,13525433
85269110,GPS Vehicle tracking system,748,5385102,4956467
85269190,Radio Navigational Aid Apparatus,10,203033,197298
85269200,Radio Remote Control Apparatus,17,1329678,1313303
85272900,"Radio receivers for motor vehicles, nes",4923,3166772,2069374
85279900,"Other sound record. or reproducing apparatus, nes, CBU",80,62577,12270
85284200,Capable of directly connecting to and designed for use with an automatic data process,38,349840,342947
85284900,"Other Cathode-ray tube monitors, excl. of a kind solely....used in an automati",124,361346,173604
85285210,Computer monitor size not exceeding 22 inch,13,9228,1800
85285210,Computer monitor size not exceeding 30 inch,92400,160431931,112309376
85285290,"Other Monitor, excluding Computer monitor size not exceeding 22 inch",15299,22203598,17636989
85285900,"Other Monitor, excl, of a kind solely or principally?.an automatic data proc..",11991,18685415,14440080
85286200,"Projector, Cpbl.of directly connecting…for use with auto data processing mchn, 8471",1375,4520015,4314930
85286900,"Other Projections, excl. of a kind solely or prin?.an automatic data proc..sys",9292,5965398,2511793
85287110,"Reception apparatus for television,?.,Not designed to incorporate a video disp",16679,11591462,7137459
85287190,"Reception apparatus for television,?.,Not designed to incorporate a video disp",2454,1877510,183096
85287200,"Other Reception apparatus for television,.,Colour, CKD",5003,4456745,1946654
85287300,"Other, black and white or other monochrome",4568,2713590,276900
85291000,Aerials And Aerial Reflectors Of All Kinds And Parts Thereof,228,364007,355485
85299010,Parts of apparatus of Heading 85.27,5685,3462795,1248977
85299021,LED bulb with bar,1131,828185,747626
85299021,LED bulb with bar imported by television manufacturing industry,4293,9085961,8672307
85299022,"Open Cell for use in manufacturing of LCD,LED panel imported by TV Industry",77972,533312927,493705682
85299022,Open Cell for use in manufacturing of LCD/LED panel,424,3064471,2169336
85299023,Other Parts,43191,18864517,17096116
85299023,"Parts of apparatus of Heading 85.28, imported by television manufacturing industry",186791,103050243,92815516
85299029,Parts of app. of 85.25-85.28 Excl. Imp. By VAT reg. TV Mfg. including TV card,977,424982,337035
85299030,Loaded printed circuit board of Heading 85.27 and 85.28,3029,3851562,2610046
85299030,"Loaded printed circuit board of Heading 85.27 and 85.28, imported by TV industry",15211,30439629,28135117
85299090,Parts Of Apparatus Of Heading No. 85.25 & 85.26,6734,3256571,1274415
85308000,"Electrical Signalling... Equipment For Roads, Inland Waterways...",6557,25380297,24901106
85309000,"Parts Of Electrical Signalling Equipment For Railways, Etc, Of 85.30",12,7509,1472
85311000,Electrical Burglar Or Fire Alarms And Similar Apparatus,6709,78545203,77046083
85312000,ndicator panels incorp. liquid crystal devices (LCD) or light-emitting diodes (LED),10858,52881063,49497811
85318000,"Electrical Apparatus For Sound Or Visual Signalling, Nes",8902,9554142,6635945
85319000,Parts Of Apparatus Of 85.31,12112,7296172,5324539
85321000,Fixed Capacitors For 50/60 Hz Circuits Having Power Capacity >=0.5kvar,22223,16065143,14423918
85322100,Fixed Electrical Capacitors Of Tantalum,1,81359,79755
85322200,Aluminium electrolytic,15324,16216789,15580518
85322300,"Fixed Electrical Capacitors Of Ceramic Dielectric, Single Layer",250,175985,161964
85322500,Fixed Electrical Capacitors Of Dielectric Of Paper Or Plastics,4202,3232967,3158646
85322910,Capacitor,23061,15467703,10590301
85322990,"Fixed electrical capacitors, nes, Excl capacitors imp by VAT reg comp. manu.",132643,139033570,112972764
85323000,Electrical Variable Or Adjustable (Pre-Set) Capacitors,783,385710,64565
85331000,"Fixed Carbon Resistors, Composition Or Film Types",10917,4277677,3642683
85332100,Fixed Resistors For A Power Handling Capacity =<20w,173,1499331,1464092
85332900,Other Fixed Resistors For A Power Handling Capacity >20w,8023,31655448,30039887
85333100,Wirewound Variable Resistors For A Power Handling Capacity =<20w,111,178043,169979
85333900,Wirewound Variable Resistors For A Power Handling Capacity >20 W,93,46442,22763
85334000,"Variable Resistors, Nes (Incl. Rheostats And Potentiometers)",27693,20783544,14346198
85339000,"Parts Of Electrical Resistors, Rheostats And Potentiometers",60,37546,6135
85340000,Printed Circuits,45747,144404425,139837212
85351000,"Fuses, >1000 V",571,366913,352877
85352110,Automatic Circuit Breakers For A Voltage 1.0-72.5 Kv,3457,8177839,7847663
85352190,Automatic Circuit Breakers For A Voltage 1.0-72.5 Kv,26929,16193936,14893595
85352900,Automatic Circuit Breakers For A Voltage >72.5 Kv,19921,6688702,3482701
85353000,"Isolating Switches And Make-And-Break Switches, >1000 V",54713,21550952,21235235
85354010,Lightning arresters,17780,17534900,17189395
85354090,Excl. Lightning arresters,180,3886077,3310317
85359010,"Other Apparatus For Switching... Electrical Circuits, >1000 V, Nes",58,140750,137853
85359090,"Other Apparatus For Switching... Electrical Circuits, >1000 V, Nes",903,4302152,4215864
85361000,"Fuses, =<1000 V",3344,3991644,3751192
85362000,"Automatic Circuit Breakers, =<1000 V",79373,93014072,84429960
85363010,Motor protector,10,334894,328408
85363090,"Apparatus For Protecting Electrical Circuits, Nes, =<1000 V",10076,5859896,4419645
85364100,Relays For A Voltage =<60 V,12057,8197418,6899091
85364910,PTC relay,0,41072,40261
85364990,Relays For A Voltage 60-1000 V,50600,55924894,48553136
85365000,Other switches,44434,67218773,63144294
85366100,"Lamp-Holders, =<1000 V",10730,25772025,21126831
85366900,Other,2839,3242229,2309881
85367000,"Connectors for optical fibres, optical fibre bundles or cables",16200,4819935,2128091
85369010,"Connector, Terminal and Electrical apparatus",8272,13125173,11763769
85369090,"Apparatus For Switching... Electrical Circuits, Nes, =<1000 V",23374,53847725,50141905
85371010,BUSBAR TRUNKING SYSTEM,129822,199353858,171465887
85371020,Electric panel,55716,134622639,131601161
85371090,Other,66921,287955412,278169780
85372000,"Boards...Equipped With Two/More Apparatus Of 85.35/85.36, Voltage > 1000v",210778,876022641,860308465
85381000,"Boards... Desks, Cabinets And Other Bases For Goods Of 85.37, Not Equipped",34846,15685969,13325929
85389000,"Other than Parts Of Apparatus Of 85.35 To 85.37, Nes",482471,573860212,499125348
85389090,"Parts Of Apparatus Of 85.35 To 85.37, Nes",59,69978,11663
85391000,Sealed Beam Lamp Units,33475,3053001,1786193
85392110,Tungsten Halogen Lomp For Use In Laboratories Or Operation Theatres,3,1328004,1301837
85392190,Other Tungsten Halogen Filament Lamps (Excl.Ultra-Violet Or Infra-Red)Nes.,3873,1633048,951721
85392200,"Filament lamps of a power =<200w and of a voltage >100v, nes",30,97492,93328
85392910,Indicator pilot lamp 6V-60V/5 Watt,7081,2655437,936173
85392990,"Elec.filmnt.or discharge lamps,incl. sealed beam..excl.Indicator pilot lamp 6V-60V/5 wa",1100,6344230,5992650
85393110,Energy Saving Lamp having an output of light 3 times or more compared to normal fla.,98,55198,12270
85393120,T5 tube light,1813,959826,622685
