hscode,description,net_wt_kg,assess_value_bdt
72223000,"Stainless Steel Bars And Rods, Nes",36000,1785228
72224000,"Angles, Shapes And Sections Of Stainless Steel",1707,105870
72230000,Wire Of Stainless Steel,91575,61180975
72251900,"Flatrolled Prods Of Siliconelectric.Steel,>=600mm Wide,(Excl.Grainoriented",99945,18657710
72269990,"Flat-Rolled Products Of Other Alloy Steel, <600mm Wide, Nes",13283,3535191
72286000,"Bars And Rods Of Alloy Steel, Nes",3517,1023803
73012000,"Angles, Shapes And Sections Of Iron Or Steel",17257,5843686
73029000,"Railway Track Construction Material Of Iron Or Steel, Etc, Nes",2367,706781
73030000,"Tubes, Pipes And Hollow Profiles, Of Cast Iron",2709,456083
73041110,"Line pipe of a kind used for oil or gas pipelines : Of stainless steel, Exceed",16223,1323843
73041910,"Line pipe of a kind used for oil or gas pipelines:Excl.Of stainless steel, Exc",73350,13297220
73042320,"Casing,tubing & drill pipe,Excl.Drill pipe of stainless steel: Exceed. 8 inch d",302,249416
73042420,"Casing, tubing and drill pipe..Other, of stainless steel , 8 inch dia or less",10713,804785
73043100,"Seamless Iron/Steel Tubes/Pipes/Profiles, Circular, Cold-Drawn/Rolled",1310,122950
73043900,Other Circular cross section of iron or non alloy steel (Excl cold drawn or cold rol),3066,2185196
73044190,"Capillary Tube (Excl.16 Bwg To 29 Bwg), Of S.Steel, Circular Cross Section",2198,184382
73049000,Seamless Iron/Steel Tubes/Pipes/Profiles Of Non-Circular X-Section,165786,25561392
73062120,"Casing and tubing of a kind used in the dril for oil/gas,Welded,of stainless st",5673,490684
73063000,"Other, welded, of circular cross-section of iron or non-alloy steel",22173,2918947
73066100,"Othr,weld, of non-circu.cr.section Of square or rec.cross-sec., NES",94991,9765650
73069000,"Tubes, pipes and hollow profiles, riveted, of iron or steel, nes",102110,18685982
73071900,"Cast Tube Or Pipe Fittings Of Iron,Oth.Than Non-Malleable Steel",1151,318028
73072100,Flanges Of Stainless Steel,12745,4787764
73072200,"Threaded Elbows, Bends And Sleeves Of Stainless Steel",19643,3578450
73072900,"Tube Or Pipe Fittings Of Stainless Steel, Nes",14353,5874393
73079100,Flanges Of Iron Or Steel (Excl. Stainless),23147,5854270
73079290,"Threaded Elbows, Bends And Sleeves Of Iron Or Steel (Excl. Stainless)",3471,1386133
73079990,"Tube Or Pipe Fittings Of Iron Or Steel (Excl. Stainless), Nes",70025,14612445
73083000,"Doors, Window-Frames And Thresholds For Doors Of Iron Or Steel",77456,58673065
73084000,"Equipment For Scaffolding,Shuttering,Propping Or Pitpropping Of Iron/Steel",149,37383
73089010,Door co-ordinator,9084,2034052
73089020,Industrial .. System Imp. by Ind. IRC Holder VAT ... 100% Exp. Oriented Garments ind.,11805,3251847
73089091,"Structures And Parts Of Structures, Nes, Of Iron Or Steel",12564,2571669
73089099,"Structures And Parts Of Structures, Nes, Of Iron Or Steel",1042976,121696245
73102190,Cans Closed By Soldering And Crimping (Excl.Tin Plated Cans),347911,90943656
73121000,"Stranded Wire, Cables Of Iron Or Steel, Not Electically Insulated",0,2766
73129000,"Plaited Bands, Slings, Etc, Of Iron Or Steel, Not Electically Insulated",420,262645
73141200,Stainless Steel Woven Cloth Endless Bands For Machinery,120,92024
73143900,"Iron/Steel Grill, Netting & Fencing, Welded At Intersection, Nes",213,96586
73151110,"Roller chain of iron or steel Of a kind used exclusively ..or automotive vehicles , nes",11436,6824827
73151120,Roller Chain Of Iron/Steel Of A Kind Used Exclusively In Motor Cycles,4,9989
73151190,"Roller Chain Of Iron Or Steel, Nes",9,44630
73151200,Articulated Link Chain (Excl. Roller Chain) Of Iron Or Steel,11675,13977314
73158900,"Chain, Nes, Of Iron Or Steel",3385,20183929
73159000,"Parts Of Chains, Nes, Of Iron Or Steel",463,820786
73170000,"Nails, tacks, drawing pins, ...erial, but excluding such articles with heads of copper.",43304,31005844
73181100,Threaded Coach Screws Of Iron Or Steel,15506,2961050
73181200,Threaded Wood Screws (Excl. Coach Screws) Of Iron Or Steel,635,192613
73181300,Threaded Screw Hooks And Screw Rings Of Iron Or Steel,43104,11898728
73181400,Threaded Self-Tapping Screws Of Iron Or Steel Imp by pre-fab. Buil. industry,761,637570
73181510,"Threaded Screws&Bolts Of Iron Or Steel,Nes Whether Or Not With Nuts/Washer",136,81886
73181590,"Threaded Screws&Bolts Of Iron Or Steel,Nes Whether Or Not With Nuts/Washer",16496,11907489
73181600,Threaded Nuts Of Iron Or Steel,4802,2222958
73181900,"Threaded Articles, Nes, Of Iron Or Steel",11683,4717178
73182100,Non-Threaded Spring Washers And Other Lock Washers Of Iron/Steel,172,642854
73182200,Other washers,1021,1153180
73182390,"Rivets, Nes",29447,21412342
73182400,Cotters And Cotter-Pins Of Iron/Steel,192,428195
73182990,"Screw,bolts,nuts,coach,screws,screw hooks,river,cotters,cotter-pins,washers..,NES",60795,17247905
73194000,Safety pins and other pins,394,805813
73199000,"Knitting needles, bodkins, crochet hooks, etc, of iron or steel",331,2825733
73201000,LEAF SPRINGS AND LEAVES THERE FOR,0,4882
73202000,Helical springs of iron or steel,205,616810
73209000,"Springs, nes, of iron or steel",5718,7542144
73211100,"Cooking Appliances, Plate Warmers, For Gas Fuel... Of Iron Or Steel",10,314
73239100,"Table, Kitchen Or Household Articles... Of Cast Iron, Not Enamelled",50,751
73241000,"Sinks And Wash Basins, Of Stainless Steel",334,128807
73242900,Baths Of Iron (Excl. Cast) Or Steel,3,2234
73249000,Sanitary Ware And Parts Of Sanitary Ware Of Iron Or Steel,14,25343
73251000,"Other Cast Articles Of Non-Malleable Cast Iron, Nes",14,15024
73259900,"Cast articles of iron or steel, nes",10230,1416909
73261900,"Forged Or Stamped Articles Of Iron Or Steel, Nes",184,351090
73262090,Other Articles Of Ironor Steel Wire( Excl.Bead Wire For Cycle Tyres),50004,19248934
73269010,Steel bobbin,2,13837
73269090,"Other Articles Of Iron Or Steel, Nes(Excl.S.S.Screen, Burette Stand)",1170436,279561470
74020000,Unrefined Copper; Copper Anodes For Electrolytic Refining,930,1777981
74032200,"Copper-Tin Base Alloys (Bronze), Unwrought",58,15872
74050000,Master Alloys Of Copper,280,90593
74072190,"Bars,rods and profiles of brass",112000,148077545
74072900,"Bars, rods and profiles of copper alloys, nes",712,1094459
74081100,"Wire Of Refined Copper, Maximum Cross-Sectional Dimension >6mm",683,761183
74081900,Other,78767,93625646
74082100,Wire Of Brass,130748,159957147
74082200,Wire Of Cupro-Nickel Or Nickel Silver,4369,3249662
74082900,"Wire Of Copper Alloy, Nes",51,485123
74091100,"Plates, Sheets And Strip, Of Refined Copper, In Coils, >0.15mm Thick",7543,12631200
74091900,"Plates, Sheets And Strip, Of Refined Copper, Uncoiled, >0.15mm Thick",3768,6664351
74092100,"Plates, sheets and strip, of brass, in coils, >0.15mm thick In coils",215409,251801914
74092900,"Plates, Sheets And Strip, Of Brass, Uncoiled, >0.15mm Thick",4202,6709006
74093100,"Plates, Sheets And Strip, Of Bronze, In Coils, >0.15mm Thick",107,300420
74094000,"Plates, Sheets And Strip, Of Cupro-Nickel/Nickel Silver, >0.15mm Thick",1387,1719530
74112200,Tubes And Pipes Of Cupro-Nickel Or Nickel Silver,2146,4617129
74121000,Tube Or Pipe Fittings Of Refined Copper,2088,3350107
74122000,Tube Or Pipe Fittings Of Copper Alloys,3224,664079
74130000,"Stranded Wire, Cables... Of Copper, Not Electrically Insulated",4140,6132631
74151000,"Nails And Tacks, Drawing Pins, Staples, Etc, Of Copper Or Partly Copper",5329,12995181
74152100,Washers Of Copper (Including Spring Washers),37,199556
74152900,"Non-Threaded Articles Such As Rivets, Cotters, Cotter-Pins... Of Copper",73,26200
74153390,"SCREWS;BOLTS AND NUTS, EXCLUDING SCREWS FOR WOOD",6,18761
75022000,Unwrought Nickel Alloys,25,15619
75062000,"Plates, sheets, strip and foil of nickel alloys",3,9090
75072000,Tubes Or Pipe Fittings Of Nickel,7640,2656597
76011000,"Aluminium, not alloyed",50682,20191616
76020000,Aluminium Waste And Scrap,70009,6466576
76041000,"Bars, rods and profiles of aluminium, not alloyed",8270,13394081
76042100,Hollow Profiles Of Aluminium Alloys,25744,15151851
76042900,"Bars, rods and profiles of aluminium alloys",39643,33451609
76051900,"Wire of aluminium, not alloyed, maximum cross-sectional dimension =<7mm",5152,3473909
76052900,"Wire of aluminium alloys, maximum cross-sectional dimension =<7mm",80,179412
76061100,"Rectangular (Incl. Square) Plates... Of Aluminium, Not Alloyed, >0.2mm",96,11913
76061200,"Of Aluminium, alloys",96784,44337626
76069190,"Plates... (Excl. Rectangular) Of Aluminium, Not Alloyed, >0.2mm Thick",9364,6512458
76069200,"Plates...(Excl. Rec) of aluminium alloys,>0.2mm thick NES Of aluminium alloys",1979,1049112
76071100,Rolled but not further worked,21368,10410159
76072099,"Aluminium foil backed, NES",5495,2412815
76081000,"Tubes And Pipes Of Aluminium, Not Alloyed",249,327121
76082000,Tubes And Pipes Of Aluminium Alloys,83098,77806058
76090000,Aluminium Tube Or Pipe Fittings,5434,6576542
76101000,"Doors, Windows And Their Frames And Thresholds For Doors, Of Aluminium",28489,15104830
76109010,"Aluminium Structure And Parts Of Structures..., Nes",43,114831
76109090,"Aluminium Structure And Parts Of Structures..., Nes",1642,404942
76110000,"Aluminium Reservoirs, Tanks, Etc, (Excl. For Gas) >=300 L",5,2191
76141000,"Cables... of aluminium, with steel core, not electically insulated",597,244661
76161000,"Nails, Tacks, Staples, Screws, Bolts, Nuts... Of Aluminium",19435,19864275
76169100,"Cloth, Grill, Netting And Fencing, Of Aluminium Wire",255,95818
76169900,"Articles of aluminium, nes",42537,39084527
78011000,"Refined Lead, Unwrought",150638,42968943
78019100,"Unwrought Lead, Containing Antimony As The Principale Other Element",98561,35534343
78019900,Unwrought Lead (Excl. Refined And Containing Antimony),171380,57767658
78060090,Other Articles Of Lead Nes,19,567862
79011190,"Zinc, Not Alloyed, >=99.99% Pure, Nes",38984,13359178
79012000,Zinc alloys,495423,238724979
79040000,"Zinc Bars, Rods, Profiles And Wire",3,18781
79050000,"Zinc Plates, Sheets, Strip And Foil",14918,10292011
79070090,"Other Articles Of Zinc, Nes",352,553670
80011000,"Tin, Not Alloyed, Unwrought",398,2981639
80012000,"Tin Alloys, Unwrought",200,450733
80030000,"Tin bars, rods, profiles and wire",49,18480
81019400,"UNWROUGHT TUNGSTEN, INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING",64,802700
81089000,"Articles Of Titanium, Nes",2,195508
82021000,Hand Saws,3,7250
82022000,Band Saw Blades,12,125681
82023100,Circular Saw Blades With Working Part Of Stl(Inc.Slittng/Slottng Saw Blade,1,7769
82023900,Circular Saw Blades(Inc.Slitting Blades)Excl.With Steel Working Part;Parts,1,13435
82031010,Files For Cutting Ampoules,0,16679
82031090,"Files, Raspsand Similar Tools Nes.",10,40983
82032000,"Tweezers, Pliers, Pincers And Similar Tools",8,97924
82041100,"Non-Adjustable, Hand-Operated Spanners And Wrenches",385,524270
82041200,"Adjustable, Hand-Operated Spanners And Wrenches",0,13748
82051000,"Drilling, Threading Or Tapping Hand Tools",524,923237
82052000,Hammers And Sledge Hammers,33,43785
82054000,Screwdrivers,0,3751
82055990,"HAND TOOLS, NES (INCL. GRAZIERS' DIAMONDS) EXCLUDING FIBRE OPTIC CABLE FUSION SLICER",592,2360345
82057000,"Vices, Clamps And The Like",1471,614528
82059000,"Other,incl.sets of articles of two or more of sub-headings of this heading",122,160127
82060000,"Tools Of Two Or More Of 82.02 To 82.05, Put Up In Sets For Retail Sale",193,58678
82072000,Dies For Drawing Or Extruding Metal,711,4409415
82073000,"Interchangeable Tools For Pressing, Stamping Or Punching",1539,8399241
82074000,Interchangeable Tools For Tapping Or Threading,31,494630
82075000,"Interchangeable Tools For Drilling, Other Than For Rock Drilling",249,552954
82077000,Interchangeable Tools For Milling,45,933707
82079000,"Other Interchangeable Tools For Hand Or Machine-Tools, Nes",801,125432
82081000,"Knives And Cutting Blades, For Metal Working Machines",2,252544
82089000,"Knives And Cutting Blades, For Machines Or Mechanical Appliances Nes",2825,18577551
82090000,"Plates, Sticks... For Tools, Unmounted, Of Metal Carbides Or Cermet",1,109211
82111000,"Sets Of Assorted Knives, Nes",165,430844
82119200,Other Knives With Fixed Blades (Excl. Table Knives),10,189
82119300,Knives(Excl. With Fixed Blades),4055,1640945
82130000,"Scissors, Tailors' Shears And Similar Shears, And Blades Therefor",349,190744
82159900,"Spoons, Forks, Ladles, Skimmers... Or Similar Tableware, Nes",50,1567
83011000,Padlocks Of Base Metal,3345,4831874
83013000,Locks For Furniture Of Base Metal,28,17209
83014010,Other locks,75,56342
83014090,Other locks,1257,8480864
83015000,"Clasps And Frames With Clasps, Incorporating Locks Of Base Metal",713,870569
83016000,Parts Of Padlocks And Locks Of Base Metals,1823,716666
83021000,Hinges Of Base Metal,664,299248
83022000,Castors Of Base Metal,66,10330
83024210,Magnatic door holder....Suitable for furniture,33,22965
83024290,"Mountings, Fittings, Etc, Suitable For Furniture, Of Base Metal, Nes",893,513536
83024910,"OTHR MOUNTING, FIT.&SIMILAR ARTICLES, DEV. /FITTINGS FOR BARR.WIND. & OR PANIC EXIT DOOR",261,1124005
83024991,OTR MOUNTING FITTINGS &SIMILAR ARTI.EXCL. DEVICE/FIT.FOR BARRED WINDOWS & OR PANIC EXIT,72221,26504064
83024999,OTR MOUNTING FITTINGS &SIMILAR ARTI.EXCL. DEVICE/FIT.FOR BARRED WINDOWS & OR PANIC EXIT,18205,14578176
83025000,"Hat-Racks, Hat-Pegs, Brackets And Similar Fixtures Of Base Metal",83,62670
83030000,"Armoured Or Reinforced Safes, Strong-Boxes And Doors... Of Base Metal",1230,651299
83051000,Fittings For Loose-Leaf Binders Or Files Of Base Metal,18,75122
83052000,"Staples In Strips, Of Base Metal",269,112683
83059000,"Office Artcls.Such As Ltr.Clips,Ltr.Corners..Of Base Metal Incldng.Parts",473,2694956
83061000,"Bells, Gongs, Etc, Non-Electric, Of Base Metal Containing more than 99.99 % of bismut",3486,5751213
83062100,"Statuettes And Other Ornaments Of Base Metal, Plated With Precious Metal",13,8389
83062900,Statuettes and other ornaments of base metal (excl. plated),450,360424
83063000,"Photograph, Picture Or Similar Frames; Mirrors Of Base Metal",2,1912
83071000,Flexible Tubing Of Iron Or Steel,105,828247
83079000,Flexible Tubing Of Other Base Metal (Excl. Iron Or Steel),4587,1294024
83081000,"Hooks, Eyes And Eyelets Of Base Metal",394086,526700725
83082000,Tubular Or Bifurcated Rivets Of Base Metal,71222,284079450
83089000,"Clasps, Buckles... Beads Andspangles Of Base Metal (Incl. Parts)",295740,528037071
83099010,Lug Caps,16,172390
83099020,Container Seal,615,773167
83099030,Combination seal for vials,681,3205674
83099091,"Stoppers, caps and lids.. excl.Crown corks nes,",578,2541088
83099099,"Stoppers, caps and lids.. excl.Crown corks nes,",150632,68382559
83100000,"Sign-Plates, Name-Plates, Address-Plates, Etc, Of Base Metal(Ex.Hsno-94.05",17867,62587716
83111090,"Coat electrode of base metal, for elec arc-weld, ExWeld wire imp by VAT reg com. manu",1160,292094
83113000,"Coated rods and cored wire of base metal, for soldering, brazing...",12468,14987279
83119000,"Wires, Rods... Of Base Metal, Coated/Cored (Incl. Powder For Sprays) Nes",936,472313
84021900,"Other Vapour Generating Boilers, Nes (Incl. Hybrid Boilers)",27545,24099630
84029000,Parts Of Sheam On Oth.Vapour Genrtng.Boilers & Super-Heated Water Boiles,140,134343
84031000,Central Heating Boilers For Oth.Than Hs Code No-84.02,16425,5636306
84081000,Marine propulsion engines,3621,27764655
84099910,For Engines of Industrial use and fishing trawler,149,3985080
84099990,"Parts For Compression-Ignition Internal Combustion Engines, Nes",5,82088
84119100,Parts Of Turbo-Jets Or Turbo-Propellers,16,14003887
84122100,"Hydraulic Power Engines And Motors, Linear Acting (Cylinders)",6,143032
84122900,Hydraulic Power Engines And Motors (Excl. Linear Acting),5,12428082
84123100,"Pneumatic Power Engines And Motors, Linear-Acting (Cylinders)",60,1410119
84123900,Pneumatic Power Engines And Motors (Excl. Linear Acting),14,682643
84129010,Parts Of Engines And Motors Of 8412.10 To 8412.80 For Aircraft Engines,2,5155637
84129090,"Parts Of Engines And Motors Of 8412.10 To 8412.80, Nes",7,139214
84131900,"Pumps For Liquids, With Or Designed To Be Fitted With A Measuring Device",3136,5554518
84136000,Rotary Positive Displacement Pumps,403,1578610
84137000,Other Centrifugal Pumps,1487,1448741
84138100,Other Liquid Elevatos Pumps,288,4990229
84139100,Parts of Pumps for liq. whts or not fitted with fitted with meas. dev.liquied elev.,50,654157
84141000,Vacuum Pumps,812,220109
84142000,Hand Or Foot-Operated Air Pumps,4430,2458058
84143010,Compressors For Refrigerating Equipment For Industrial Use,692,1337926
84144000,Air Compressors Mounted On A Wheeled Chassis For Towing,2,65664
84145100,"Table, floor, wall, window, ceiling or roof fans, with a....output not exceeding 125W",1530,159619
84145910,Venlating exhaust fan with blade rotating diameter of 24 inch or mere,10431,11836510
84145990,"Otherv Fans, Nes",2557,22042854
84146000,Hoods Incorporating A Fan Having A Maximum Horizontal Side =<120cm,45,41070
84148010,Air Compressors,5033,9327565
84148090,"Other Air Pumps; Air Or Gas Compressors; Hoods With A Fan, Nes",818,1016785
84149010,Parts Of Fan,5,166759
84149020,Parts...Of compressor,87,89964123
84149090,"Parts Of Air/Vacum Pumps, Of Air/Gas Compressors, Nes",953,2381001
84152010,"AIR CON.MCH >200,000BTU,OR EQV.USE FOR PRSN IN MOTOR VEHI.IMP.BY VAT REG.BUS BDY BLD.",13016,21525021
84158320,"For textile requiring more than 200,000 BTU or equivalent",855,3260039
84159090,Parts of other Air Conditioning Machine,2,2792
84162000,Other Furnace Burners For Solid Fuel Or Gas (Incl. Combination Burners),50,29376
84169000,Parts Of Furnace Burners For Liquid/Solid/Gas Fuel; Mechanical Grates...,1,107531
84179000,Parts Of Industrial Or Laboratory Furnaces And Ovens,1750,616002
84182900,"Household refrigerators, nes",38,1837363
84186110,"Indstrl.Refrigeration/Freezing Equipment,Compression Type..Heat Excharger)",100,162765
84186910,"Refrigerating Or Freezing Equipment,Heat Pumps, Industrial",247057,34259956
84186999,"Freezers of the upright type, (Excl.) exceeding 900 L or 800L capacity",1155,3998559
84189900,Parts for imported by VAT registered refrigerator and freezer manufacturers,6,108811
84192000,"Medical, Surgical Or Laboratory Sterilizers",4744,1858023
84193900,"Non-Domestic Dryers, Nes",3020,2367954
84194090,Water Rectifying Plant,650,726182
84195000,Heat Exchange Units,3438,14079699
84198100,"Non-Domestic Equipment, For Cooking Or Heating Food",158,142785
84199000,Parts Of Non-Domestic Heating/Cooling Equipment,150,1809544
84209100,Cylinders For Calendering Or Other Rolling Machines,61,988837
84209900,"Parts Of Calendering Or Other Rolling Machines, Nes",35,104931
84212120,Domestic type water purifying apparatur and machine.,988,1194413
84212300,Oil Or Petrol-Filters For Internal Combustion Engines,373,5766687
84212910,Cartrdg./Membr. filt. imp. by VAT reg. pharma. & water purif. mach./apprts. manf. ind,16,114198
84212990,"Filtering or purifying machinery and apparatus for liquids, NES",166,706075
84213100,Intake Air Filters For Internal Combustion Engines,17,942312
84213920,Industrial filter for air or other gases; overhead travelling .. cyclone of industria,237,2566590
84213990,Other,9,228499
84219910,Parts Of Machinery... For Filtering/Purifying Liquids Or Gases,12,57469
84219990,Parts Of Machinery... For Filtering/Purifying Liquids Or Gases,122,2048240
84223000,"Machinery For Filling,Closing...Etc.Bottles,Cans Etc,& Aerating Drinks",300,112683
84224000,"Oth.Packing/Wrapping Machinery, (Incl. Heat-Shrink Wrapping Machinery)Nes",7103,1459750
84229000,Parts Of Machinery Of 8422.11 To 8422.40,141,85341
84232000,Scales For Continuous Weighing Of Goods On Conveyors,70,149005
84238210,Weighting Capacity Exceeding 200KG,8,2111
84239000,Weighing Machine Weights Of All Kinds; Parts Of Weighing Machinery,4,125204
84241000,"Fire Extinguishers, Whether Or Not Charged",362,1900073
84242010,Spray Guns And Similar Appliances Of Industrial Use,143,558161
84242030,SPRINKLER SYSTEM AND EQUIPMENTS,153524,39326463
84248900,Mechanical Appliances For Projecting/Dispersing/Spraying Liquids/Powders,29561,36972701
84249000,Parts Of Machinery And Apparatus Of 8424.10 To 8424.89,150,1537470
84251100,"Pulley Tackle And Hoists..., Powered By Electric Motor",1196,804985
84253900,"Winches, Capstans, Nes",50,50642
84261900,"Transporter Cranes,Gantry Cranes/Bridge Cranes,Overhd Travellng Cranes Nes",648,139325
84271000,Self-Propelled Works Trucks Powered By An Electric Motor,23665,11598392
84272000,Self-Propelled Works Trucks (Excl. Electic),8125,4034901
84279000,"Other Works Trucks Fitted With Lifting Or Handling Equipment, Nes",352,193131
84281000,Lifts And Skip Hoists,141678,57170551
84283300,"Continuous-Action Elevators And Conveyors, Belt Type, Nes",3369,2388340
84283900,"Continuous-Action Elevators And Conveyors, Nes",2250,1324900
84312000,Parts Of Machinery Of 84.27,78,179430
84313100,"Parts Of Lift, Skip Hoists Or Escalators",3,7335
84313900,"Parts Of Machinery Of 84.28 (Excl. Lift, Skip Hoists Or Escalators)",10,36492
84314900,"Parts of machinery of 84.26, 84.29 and 84.30, nes",7,17513
84368000,"Agricultural... Forestry Or Bee-Keeping Machinery, Nes",80,33143
84401000,Book-Binding Machinery (Incl. Book-Sewing Machines),165,150244
84411000,Cutting Machines,12527,14193153
84419000,"Parts Of Machinery For Making Up Paper Pulp, Paper Or Paperboard, Nes",153,380783
84423000,"Machinery, apparatus and equipment for pre. or making plates, ..comp. Machiner",832,2372986
84425020,PRINTING PLATES,4384,3626797
84425090,"Other Printing Type,Blocks,Plates,Cylinders...Other Printing Components",63,17452
84431300,Other offset printing machinery,41543,33579634
84431600,Flexographic printing machinery,37,653783
84431900,"Other printing components(excl.Offset printing machinery, Letterpress printing",13246,50267082
84433100,"Machines which perform two or more of the functions of printing, copying or fa",9,26919
84433290,Other printer (excl. computer printer),1001,559453
84433910,Inkjet printer,55,225367
84433991,Copying machine & fax machine,68,156563
84433999,"Other printing machine,nes",1520,996184
84439100,"Parts & acces.of printing m/c used for print. by means of plates, cylinders an",2072,1928103
84439920,Other parts for Computer Printer,209,2686121
84439990,Parts & accessories other than compuet printer,1021,23714594
84440000,"Machines For Extruding, Drawing... Or Cutting Man-Made Textile Materials",250699,484538419
84454000,Textile Winding (Incl. Weft-Winding) Or Reeling Machines,3106,738824
84472000,Flat Knitting Machines; Stitch-Bonding Machines,9552,16024654
84479000,"Machines For Making Gimped Yarn, Tulle, Lace, Embroidery, Trimmings, Etc",118596,77797172
84482090,Parts And Accessories Of Machines Of 84.44 Or Their Auxiliary Machinery,5744,17243247
84483200,"Parts And Accessories Of Machines For Preparing Textile Fibres, Nes",4015,11442538
84483900,"Parts And Accessories Of Machines Of 84.45, Etc, Nes",629,1816736
84484290,Other Reeds For Looms Healds And Heald-Frames,342,2459041
84484900,"Parts And Accessories Of Weaving Machines (Looms), Nes",715,8234215
84485100,"Sinkers, needles and other articles used in forming stitches",75,5264777
84485900,"Other Parts And Accessories Of Machines Of 84.47, Etc, Nes",50,739905
84502090,"Washing Machines, Household/Laundry Type, Capacity >10kg",1700,1096279
84511000,Dry-Cleaning Machines,4000,491425
84512900,"Drying Machines, Of A Dry Linen Capacity >10kg",8101,2953157
84513000,Ironing Machines And Presses (Incl. Fusing Presses),15368,16704739
84514000,"Washing, Bleaching Or Dyeing Machines, Nes",82044,209560121
84515000,"Machines For Reeling, Unreeling, Folding, Cutting... Textile Fabrics",28555,65260104
84518000,"Machines For Wringing, Dressing, Finishing... Textile Yarns, Fabrics...",23039,46194773
84519000,"Parts Of Machines For Cleaning, Drying, Ironing, Etc",10077,53816171
84522100,Automatic Sewing Machines,273305,514699055
84522990,Sewing Machines Of Industrial Type (Excl. Automaic Units ) Nes.,30674,79305695
84523000,Sewing Machine Needles,960,17170481
84529090,Other parts of sewing machines,4984,46333489
84532000,Machinery For Making Or Repairing Footwear,1850,5707655
84538000,"Machinery For Making/Repairing Articles Of Hides, Skins Or Leather, Nes",398,648302
84539000,"Parts Of Machinery For Preparing ... Leather, Making Footware, Etc",346,767612
84542000,"Ingot Moulds, Ladles Used In Metallurgy Or In Metal Foundries",2147,4261622
84549000,"Parts Of Converters, Ladles... Casting Machines",1655,5417530
84561100,"Operated by laser or other light or photon beam processes,Operated by laser",2490,5306143
84562000,Machine-Tools Operated By Ultrasonic Processes,168,1082339
84564000,Operated by plasma arc processes,157,118010
84569000,"Other m/c-tools(excl. laser or other light or photon beam, ultra-sonic, electr",2,74695
84581900,Horizontal Lathes For Removing Metal (Excl. Numerically Controlled),3000,2330542
84592900,"Drilling Machines For Removing Metal, Nes",465,579657
84595900,"Milling Machines, Knee-Type, For Metal (Excl. Numerically Controlled)",3800,3204714
84603100,"Sharpening (Tool Or Cutter Grinding) Machines, Numerically Controlled",296,71366
84609000,"Other Machines For Deburring, Grinding, Polishing, Etc, Metal, Nes",1562,2663441
84615000,Sawing Or Cutting-Off Machines For Working Metal Or Cermets,1360,666584
84622300,Numerically controlled press brakes,12720,5000568
84622500,Numerically controlled roll forming machines,1833,2306753
84622900,"Bending, Folding, Straightening Or Flattening Machines (Incl. Presses)",2398,1351600
84623200,Slitting lines and cut-to-length lines,9450,2388331
84626100,Cold metal working presses : Hydraulic presses,15040,4785475
84629000,Machine-tools (Including presses) for working metal by... not specified above NES,150,129631
84632000,"Thread Rolling Machines For Working Metal, Without Removing Material",80,22344
84633000,"Machines For Working Wire, Without Removing Material",24950,9318626
84642000,"Grinding Or Polishing Machines, For Working Stone, Ceramics, Etc",2716,1411619
84649000,"Machine-Tools For Working Stone, Ceramics, Concrete, Etc",117,8182
84659300,"Grinding, Sanding Or Polishing Machines For Working Wood, Cork, Etc",3946,2235590
84659400,"Bending Or Assembling Machines For Working Wood, Cork, Bone, Etc",1000,685616
84659900,"Other Machine-Tools, Nes, For Working Wood, Cork, Bone, Hard Rubber, Etc",7796,10415720
84661000,Tool Holders And Self-Opening Dieheads,0,78503
84662000,Work Holders For Machine-Tools,1,6619
84663000,Dividing Heads And Other Special Attachments For Machine-Tools,0,34807
84669200,Parts And Accessories For Machines Of 84.65,645,410156
84669300,Parts And Accessories For Machines Of 84.56 To 84.61,204,11309826
84669400,Parts And Accessories For Machines Of 84.62 To 84.63,6,926347
84671100,"Pneumatic Tools, Rotary Type, For Working In The Hand",1,59271
84671900,"Pneumatic Tools (Excl. Rotary Type), For Working In The Hand",9,147281
84672100,DRILLS OF ALL KINDS;WITH SELF CONTAINED ELECTRIC MOTOR,32,55587
84672900,TOOLS FOR WORKING IN THE HAND;EXCLUDING DRILLS AND SAWS,37,525496
84678900,"Tools for working in the hand, with non-electric motor, nes",16,69929
84679900,"Parts Of Hand-Tools, With Non-Electric Motor, Nes",12,8671
84688000,"Machinery And Apparatus For Soldering, Brazing Or Welding, Nes",89,72434
84713000,"Portable Digital Adp Machines,Wt<=10 Kg,Comp.At Least Cpu,Keyboard&Display",34,382648
84714100,"Nonportable Adp Machines,Comprisng At Least Cpu & I/O Unit In Same Housing",47,35828251
84716090,Adp Input/Output Units Whether/Not Containg. Storage Units In Same Housing,2,105059
84718000,Other Units Of Automatic Data Processing Machines Nes,66,354444
84719000,Magnetic or optical readers; machines for transcribing data onto data media...nes,179,3137982
84729090,"Office machines (incl. coin-sorting/counting/wrapping machines...) , nes",16,30776
84733000,Parts And Accessories Of The Machines Of 84.71,2,96544
84748000,"Other Machinery For Earth, Stone, Ores, Etc, Nes",17,159914
84759000,Parts Of Machines Of 84.75,90,164164
84771000,"Injection-Moulding Machines For Working Rubber Or Plastics, Etc",22308,73828399
84772000,Extruders For Working Rubber Or Plastics And Making Products Thereof,4043,6585204
