hscode,description,net_wt_kg,assess_value_bdt
59069100,Knitted Or Crocheted Rubberized Textile Fabrics (Excl. Adhesive Tape),1347,338362
59069910,REFLECTIVE TAPE,5945,1507357
59069990,"RUBBERIZED TEXTILE FABRICS EXCLUDING REFLECTIVE TAPE, KNITTED OR CROCHETED & ADHESIVE TA",963,709395
59070000,Textile Fabrics Otherwise Impregnated... ; Painted Canvas...,4251,1265559
59090000,"Textile... Tubing, With Or Without Lining, Etc, Of Other Materials",5840,2660865
59100000,"Transmission Or Conveyor Belts Or Belting, Of Textile Material",66497,24697910
59111010,Narrow Fab. Made Of Velvet Impregna. With Rubber For Cover Weaving Spindle,1747,769772
59111090,Other,12970,6873439
59112000,Bolting Cloth Whether Or Not Made Up,24472,15617023
59113100,"Textile Fabrics And Felts, For Paper-Making Machines, <650g/M2",1754,15378334
59113200,"Textile Fabrics And Felts, For Paper-Making Machines, >=650g/M2",6685,27536309
59114000,"Straining Cloth Of A Kind Used In Oil Presses, Etc",16981,6351082
59119000,"Textile Articles For Technical Uses, Nes, As Specified In Chapter Note 7",41716,39909795
60011000,"Long Pile Fabrics, Knitted Or Crocheted",109816,61833111
60012100,"Looped Pile Fabrics Of Cotton, Knitted Or Crocheted",2,1002
60012200,"Looped Pile Fabrics Of Man-Made Fibres, Knitted Or Crocheted",8,5137
60012900,"Looped Pile Fabrics Of Textile Materials, Knitted Or Crocheted",27047,13551106
60019100,"Pile Fabrics Of Cotton, Nes, Knitted Or Crocheted",444,287511
60019200,"Pile Fabrics Of Man-Made Fibres, Nes, Knitted Or Crocheted",26164,14978620
60019900,"Pile Fabrics Of Textile Materials, Nes, Knitted Or Crocheted",56168,31846175
60024000,CONTAINING BY WEIGHT 5%OR MORE ELASTOMERIC YARN BUT NOT CONTNG.RUBER THRED,0,3176
60029000,"KNITTED OR CROCHETED FABRICS OF A WIDTH <30CM,CONTAINING BY WEIGHT 5%..NES",67,41884
60032000,KNITTED OR CROCHETED FABRICS OF A WIDTH <30CM.. OF COTTON,110,20226
60039000,"KNITTED/CROCTD.FBRCS.OF A WIDTH <30CM,OTH THAN THOSE OF HD60.01/60.02,NES",3,1628
60041000,CONTING. BY WEIGHT 5%OR MORE OF ELASTOMERIC YARN BUT NOT CONT.RUBER THRED,382,337792
60052200,"WRAP KNIT FABRICS OF COTTON,DYED",4,3132
60052400,"WRAP KNIT FABRICS,OF COTTON PRINTED",4094,1866467
60053700,Of synthetic fibres other dyed,14637,6362500
60053800,Synthetic fibres Other of yarns of different colours,1,2505
60054400,WARP KNIT FABRICS OF ARTIFICIAL FIBRES PRINTED,55,20666
60059010,"WARP KNIT FABRICS OF ARTIFICIAL FIBRES, NES",24,12023
60059090,"WARP KNIT FABRICS OF ARTIFICIAL FIBRES, NES",164386,63728930
60062200,OTH.KNITTED OR CROCHETED FABRICS OF COTTON DYED,110,74490
60062300,"OTH.KNITTED OR CROCHETED FABRICS OF COTTON, OF YARNS OF DIFFERENT COLOURS",6,4135
60063200,"OTH.KNITTED OR CROCHETED FABRICS OF SYNTHETIC FIBRES,DYED",30829,14298032
60064200,"OTH.KNITTED OR CROCHETED FABRICS OF ARTIFICIAL FIBRES,DYED",0,627
60069000,"OTH.KNITTED OR CROCHETED FABRICS OF ARTIFICIAL FIBRES,NES",107,79144
61012000,"Men'S Or Boys' Over/Car Coats, Etc, Of Cotton, Knitted Or Crocheted",4,9743
61013000,"Men'S Or Boys'Over/Car Coats, Etc, Of Man-Made Fibres,Knitted Or Crocheted",1,2506
61019000,"Men'S Or Boys' Over/Car Coats, Etc, Of Other Textiles,Knitted Or Crocheted",861,306514
61022000,"Woman'S Or Girls' Over/Car Coats, Etc, Of Cotton, Knitted Or Crocheted",26,11502
61031000,"Men's or boys' Suits, Excl. Sports out fit for sports shooting",24,35515
61032200,"Men'S Or Boys' Ensembles Of Cotton, Knitted Or Crocheted",7,9649
61032300,"Men'S Or Boys' Ensembles Of Synthetic Fibres, Knitted Or Crocheted",1,1002
61032900,"Men'S Or Boys' Ensembles Of Other Textiles, Nes, Knitted Or Crocheted",813,209754
61033100,"Men'S Or Boys' Jackets And Blazers Of Wool..., Knitted Or Crocheted",4,16361
61033200,"Men'S Or Boys'Jackets And Blazers Of Cotton, Knitted Or Crocheted",14,16913
61033300,"Men'S Or Boys' Jackets... Of Synthetic Fibres, Knitted Or Crocheted",21,32893
61033900,"Men'S Or Boys' Jackets... Of Other Textiles, Nes, Knitted Or Crocheted",20441,10342530
61034100,"Men'S Or Boys' Trousers, Etc, Of Wool..., Knitted Or Crocheted",4,5639
61034200,"Men'S Or Boys' Trousers, Etc, Of Cotton, Knitted Or Crocheted",657,320989
61034300,"Men'S Or Boys' Trousers, Etc, Of Synthetic Fibres, Knitted Or Crocheted",2021,1190033
61034900,"Men'S Or Boys' Trousers, Etc, Of Other Textiles, Knitted Or Crocheted",1738,851155
61042300,"Women'S Or Girls' Ensembles, Of Synthetic Fibres, Knitted Or Crocheted",5,5011
61042900,"Women'S Or Girls' Ensembles, Of Other Textiles, Knitted Or Crocheted",3757,1106649
61043200,"Women'S Or Girls' Jackets, Of Cotton, Knitted Or Crocheted",2,1241
61043300,"Women'S Or Girls' Jackets, Of Synthetic Fibres, Knitted Or Crocheted",3,4134
61043900,"Woman'S Or Girls' Jackets, Of Other Textiles, Knitted Or Crocheted",98,47394
61044200,"Dresses Of Cotton, Knitted Or Crocheted",8002,3278785
61044300,"Dresses Of Synthetic Fibres, Knitted Or Crocheted",75,62996
61044400,"Dresses Of Artificial Fibres, Knitted Or Crocheted",0,627
61044900,"Dresses Of Other Textile Material, Nes, Knitted Or Crocheted",143,272712
61045100,"Skirts And Divided Skirts Of Wool Or Fine Hair, Knitted Or Crocheted",1,753
61045200,"Skirts And Divided Skirts Of Cotton, Knitted Or Crocheted",0,1020
61045900,"Skirts And Divided Skirts Of Other Textiles, Nes, Knitted Or Crocheted",24,52062
61046100,"Women'S Or Girls' Trousers, Etc, Of Wool..., Knitted Or Crocheted",18,27181
61046200,"Women'S Or Girls' Trousers, Etc, Of Cotton, Knitted Or Crocheted",103,171342
61046300,"Women'S Or Girls' Trousers, Etc, Of Synthetic, Knitted Or Crocheted",1,7740
61046900,"Women'S Or Girls' Trousers, Etc, Of Other Textile, Knitted Or Crocheted",1257,626969
61051000,"Men'S Or Boys' Shirts Of Cotton, Knitted Or Crocheted",127,397355
61052000,"Men'S Or Boys' Shirts Of Man-Made Fibres, Knitted Or Crocheted",837,777615
61059000,"Men'S Or Boys' Shirts Of Other Textiles, Nes, Knitted Or Crocheted",823,868784
61061000,"Women'S Or Girls' Blouses, Etc, Of Cotton, Knitted Or Crocheted",83,188527
61062000,"Women'S Or Girls' Blouses, Etc, Of Man-Made Fibres, Knitted Or Crocheted",3,14105
61069000,"Women'S Or Girls' Blouses Etc. Of Other Textiles Nes, Knitted Or Crocheted",12,9549
61071100,"Men'S Or Boys' Underpants And Briefs Of Cotton, Knitted Or Crocheted",5323,3300593
61071200,"Men'S Or Boys' Underpants, Etc, Of Man-Made Fibres, Knitted Or Crocheted",2034,1314240
61071900,"Men'S Or Boys' Underpants Etc. Of Other Textiles Nes, Knitted Or Crocheted",7010,5687675
61072100,"Men'S Or Boys' Night Shirt Pyjamas Of Cotton, Knitted Or Crocheted",135,34528
61072200,"Men'S Or Boys' Night Shirt Pyjamas Of Man-Madefibres, Knitted Or Crocheted",1,1952
61072900,"Men'S Or Boys'Night Shirt Pyjamas Of Other Textiles,Nes,Knitted Or Croched",76,120587
61079100,"Men'S Or Boys' Dressing Gowns, Etc, Of Cotton, Knitted Or Crocheted",2315,1955147
61079900,"Men'S Or Boys' Dressing Gowns, Of Other Textiles,Nes, Knitted Or Crocheted",13,10019
61081900,"Women'S Or Girls' Slips, Etc, Of Other Textiles,Nes, Knitted Or Crocheted",118,106371
61082100,"Women'S Or Girls' Briefs And Panties Of Cotton, Knitted Or Crocheted",75,34257
61082200,"Women'S Or Girls' Briefs, Etc, Of Man-Made Fibres, Knitted Or Crocheted",1,9268
61082900,"Women'S Or Girls' Briefs, Etc, Of Other Textiles,Nes, Knitted Or Crocheted",581,345267
61083100,"Women'S Or Girls' Night Dresses, Pyjama Etc, Of Cotton, Knitted Or Croched",100,92275
61083200,"Women'S Or Girls' Pyjamas,Night Dresses Of Man-Made Fibres,Knitted/Croched",183,46711
61083900,"Women'S Or Girls' Night Dresses & Pyjamas Of Other Tex.,Knitted Or Croched",989,456864
61089200,"Women'S Or Girls'Negliges Dressing Gowns Of Man-Made Fibre,Knitted/Croch.",7,2004
61089900,"Women'S/Girls' Negliges Dressing Gowns.. Of Other Tex.,Nes,Knitted/Croche.",559,404727
61091000,"T-Shirts, Singlets And Other Vests, Of Cotton, Knitted Or Crocheted",5382,6213858
61099000,"T-Shirts, Singlets, Etc, Of Other Textiles, Nes, Knitted Or Crocheted",15872,12910953
61101100,OF WOOL OR FINE ANIMAL HAIR. OF WOOL,1,1881
61101200,OF KASHMIR(CASHMERE)GOATS,1,2326
61101900,"OF WOOL OR FINE ANIMAL HAIR,NES",11,30009
61102000,"JERSEYS, PULLOVERS, CARDIGANS, WAISTCOATS & SIMILAR ART., KNITTED OR CROCHETED OF COT",3951,3518279
61103000,"JERSEYS,PULLOVERS,CARDIGANS,WAISTCOATS.., KNITTED OR CROCHETED OF MAN-MADE FIBRE",2136,1572988
61109000,"JERSEYS, PULLOVERS, CARDIGANS, WAISTCOATS.. ,KNITTED OR CROCHETED OF OTH. TEXT. MATER",27840,10502784
61112000,"Babies' Garments, Etc, Of Cotton, Knitted Or Crocheted",455,379997
61119000,"Babies' Garments, Etc,Of Other Textiles Materials,Nes Knitted Or Crocheted",16967,5117715
61121100,"Track-Suits Of Cotton, Knitted Or Crocheted",3204,1207226
61121200,"Track-Suits Of Synthetic Fibres, Knitted Or Crocheted",3,2715
61121900,"Track-Suits Of Other Textiles,Nes, Knitted Or Crocheted",54,48737
61122000,SKI SUITS,22,8392
61123100,"Men'S Or Boys' Swimwear Of Synthetic Fibres, Knitted Or Crocheted",73,23803
61123900,"MEN'S OR BOY'S SWIMWEAR, OF OTHER TEXTILE MATERIALS",57,23755
61124100,"Women'S Or Girls' Swimwear Of Synthetic Fibres, Knitted Or Crocheted",25,21609
61124900,Women's or girls swimwear of other textile material,70,66248
61130000,"GARMENTS, MADE UP OF KNITTED OR CROCHETED FABRICS OF HEADING 5903,5906 OR 5907",1,627
61142000,"Garments Of Cotton, Knitted Or Crocheted, Nes",0,627
61149000,"Garments Of Other Textiles, Knitted Or Crocheted, Nes",470,8945261
61151000,"Graduated compression hosiery (for example, stockings for varicose veins)",5,4626
61152900,Other panty hose and tights Of other textile materials,300,237089
61159400,"Panty hose,tights,stockings,sock..., inclu.grad.Comp.hos.Of wool/fine animal h",4,2506
61159500,"Panty hose,tights,stockings,sock..., inclu.grad.Comp.hos.Of Cotton, NES",1976,1004497
61159600,"Panty hose,tights,stockings,sock..., inclu.grad.Comp.hos.Of synthetic fibres",2224,760140
61159900,"Hosiery And Footwear Without Soles Of Other Tex., Knitted Or Crochete, Nes",14289,5320603
61161000,"IMPREGNATED, COATED OR COVERED WITH PLASTICS OR RUBBER",2163,932892
61169100,"Gloves, Mittens And Mitts, Of Wool..., Knitted Or Crocheted",2,51572
61169200,"Gloves, Mittens And Mitts, Of Cotton, Knitted Or Crocheted",1586,516037
61169300,"Gloves, Mittens And Mitts, Of Synthetic Fibres, Knitted Or Crocheted",820,286861
61169900,"Gloves, Mittens And Mitts, Of Other Textiles, Knitted Or Crocheted",9037,4051063
61171000,"SHAWLS, SCARVES, MUFFLERS, MANTILLAS, VEILS AND THE LIKE",781,247446
61178090,"Other clothing accessories, knitted or crocheted, nes",730,262556
61179000,"Parts Of Garments Or Clothing Accessories, Knitted Or Crocheted",414,467352
62013000,"overcoat, rain-coat, of cotton",451,187109
62014000,Other Of man-made fibres,83,823618
62019000,"Mens or boys overcoat, car-coats, cloaks excludin Of other textile materials",3213,726939
62022000,"Womens or girls overcoat , car-coad ...Of wool or fine animal hair",2,1755
62023000,"Womens or girls overcoat , car-coad capes, cloaks, anoraks ...Of cotton",2,4999
62024000,"Womens or girls overcoat , car-coad capes, cloaks, anoraks ...Of man-made fibres",2,4349
62029000,"Woent or gilrs overcoat, raincot car-coat capes, ......Of other textile materials",594,255889
62032200,Men'S Or Boys' Ensembles Of Cotton,519,1822060
62032300,Men'S Or Boys' Ensembles Of Synthetic Fibres,49,209116
62032900,"Men'S Or Boys' Ensembles Of Other Textiles, Nes",122,115860
62033100,Men'S Or Boys' Jackets And Blazers Of Wool Or Fine Animal Hair,935,487630
62033200,Men'S Or Boys' Jackets And Blazers Of Cotton,2825,1645220
62033300,Men'S Or Boys' Jackets And Blazers Of Synthetic Fibres,1937,1048929
62033900,"Men'S Or Boy'S Jackets And Blazers Of Other Textiles,(Exl.Wool,Syn.Fab,Cot",14876,6367989
62034100,"Men'S/Boy'S Bib&Brace Trousers,Breeches,Shorts Of Wool Or Fine Animalhar",67,54237
62034200,"Men'S Or Boys' Bib & Brace Trousers, Breeches, Shorts, Of Cotton",5751,5890642
62034300,"Men'S Or Boys' Bib & Brace Trousers, Breeches & Shorts Of Synthetic Fibres",17170,7578475
62034900,"Men'S Or Boys' Bib&Brace Trousers,Breeches & Shorts Of Other Textiles,Nes",6149,5085736
62041100,Women'S Or Girls' Suits Of Wool Or Fine Animal Hair,104,125094
62041200,Women'S Or Girls' Suits Of Cotton,208,193204
62041900,"Women'S Or Girls' Suits Of Other Textiles, (Exl.Wool,Cotton,Syn.Fibre)",11,6732
62042200,Women'S Or Girls' Ensembles Of Cotton,14,8015
62042300,Women's or girls' ensembles of synthetic fibres,160328,114159309
62042900,"Women'S Or Girls' Ensembles Of Other Textiles, (Exl.Wool,Cotton,Syn.Fibre)",56896,37980532
62043100,Women'S Or Girls' Jackets And Blazers Of Wool Or Fine Animal Hair,100,70968
62043200,Women'S Or Girls' Jackets And Blazers Of Cotton,77,101478
62043300,Women'S Or Girls' Jackets And Blazers Of Synthetic Fibres,3242,1313964
62043900,"Women'S Or Girls' Jackets&Blazers Of Oth.Tex.,(Exl.Wool,Cotton,Syn.Fibre)",536,227219
62044100,Dresses Of Wool Or Fine Animal Hair,2,1855
62044200,Dresses Of Cotton,49,88983
62044300,Dresses Of Synthetic Fibres,113236,96454697
62044900,"Dresses Of Other Textiles, (Exl.Wool,Cotton,Syn./Arti.Fibre)",21429,15250915
62045200,Skirts And Divided Skirts Of Cotton,228,147137
62045300,Skirts And Divided Skirts Of Synthetic Fibres,46,115481
62045900,"Skirts And Divided Skirts Of Other Textiles, (Exl.Wool,Cotton,Syn.Fibre)",80,44470
62046100,"Women'S Or Girls' Trousers, Breeches, Etc, Of Wool Or Fine Animal Hair",116,163101
62046200,"Women'S Or Girls' Trousers, Breeches, Etc, Of Cotton",758,1117669
62046300,"Women'S Or Girls' Trousers, Breeches, Etc, Of Synthetic Fibres",3,6003
62046900,"Women'S/Girl'S Trousers,Breeches,Etc,Of Oth.Tex.,(Exl.Wool,Cotton,Syn.Fib.",1115,423721
62052000,Men'S Or Boys' Shirts Of Cotton,15994,2428129
62053000,Men'S Or Boys' Shirts Of Man-Made Fibres,19,42919
62059000,"Men'S Or Boy'S Shirts Of Other Textiles,(Exl.Wool,Cotton,Man Made Fibre)",3858,1895620
62061000,"Women'S Or Girl'S Blouses, Shirts/Blouses Of Silk Or Silk Waste",106,45556
62062000,"Women'S Or Girl'S Blouses, Shirts/Blouses Of Wool Or Fine Animal Hair",45,45139
62063000,"Women'S Or Girls' Blouses, Shirts/Blouses Of Cotton",1225,2072140
62064000,"Women'S Or Girl'S Blouses, Shirts/Blouses Of Man-Made Fibres",21,41651
62069000,"Women/Girl'S Blouses,Shirts/Blouses Of Oth.Tex.(Exl.Silk,Wool,Of Man M.Fib",2985,1231314
62071100,Men'S Or Boys' Underpants And Briefs Of Cotton,2752,2005871
62071900,"Men'S Or Boys' Underpants And Briefs Of Textile Materials, (Exl. Cotton)",459,128612
62072100,Men'S Or Boys' Nightshirts And Pyjamas Of Cotton,875,158521
62072900,"Men'S Or Boy'S Nightshirts & Pyjamas Of Tex.Mate.(Exl.Cotton,Man Made Fib.",1741,629704
62079100,"Men'S Or Boys' Singlets,Vests Dressing Gowns, Etc, Of Cotton",1069,1337080
62079900,"Mens/Boy'S Singlets,Vests Dressing Gowns,Etc,Of Oth.Tex.(Exl.Cot.Man M.Fib",991,888067
62081900,"Slips And Petticoats Of Other Textiles, (Exl. Man Made Fibre)",407,149788
62082100,Women'S Or Girls' Nightdresses And Pyjamas Of Cotton,3,8241
62082200,Women'S Or Girls' Nightdresses And Pyjamas Of Man-Made Fibres,2,1855
62082900,"Womens/Girl'S Nightdresses & Pyjamas Of Tex.Mat.(Exl.Cotton, Man Made Fib.",3106,1425424
62089100,"Women'S Or Girls' Dressing Gowns, Panties, Etc, Of Cotton",5502,2009173
62089900,"Womens/Girl'S Dressing Gowns,Panties,Etc,Of Oth.Tex.(Exl.Cotton Man M.Fib.",14521,6539932
62092000,Babies' Garments And Clothing Accessories Of Cotton,10714,2898505
62093000,Babies' Garments And Clothing Accessories Of Synthetic Fibres,17447,8549462
62099000,"Babies Garments&Clothing Accessories Of Oth.Tex.(Exl.Wool,Cotton,Syn.Fib)",73175,31175500
62101000,"GARMENTS, MADE UP..OF HEAD.5602,5603,5903, 5906 OR 5907 OF FABRICS OF HEAD.5602 OR 5603",231,953473
62104000,"Men'S Or Boys' Garments Made Up Of Fabrics Of 59.03, 59.06 Or 59.07",1357,332572
62105000,"Women'S Or Girls' Garments Made Up Of Fabrics Of 59.03, 59.06 Or 59.07",9,24166
62111100,Men'S Or Boys' Swimwear,505,339916
62111200,Women'S Or Girls' Swimwear,49,45972
62112000,Ski Suits,89,65279
62113200,"Men's or boys' garments of cotton, nes",1480,6089193
62113300,"Men's or boys' garments of man-made fibres, nes",2,3507
62113900,"Men's or boys' garments of other textiles, nes",1227,485157
62114200,"Women's or girls' garments of cotton, nes",148,129711
62114300,"Women's or girls' garments of man-made fibres, nes",13,25518
62114900,"Women's or girls' garments of other textiles, nes",78,75206
62121000,Brassisres,8938,3478482
62122000,Girdles And Panty-Girdles,762,541350
62129000,"Corsets, Braces, Garters, Suspenders And Similar Articles",4832,2723463
62132000,Handkerchiefs Of Cotton,2219,528968
62139000,"Handkerchiefs Of Other Textiles, (Exl. Silk/Silk Waste,Cotton).",77,29013
62141000,"Shawls,Scarves,Mufflers,Mantillas,Veils,& The Like Of Silk Or Silk Waste",2851,1076648
62142000,"Shawls,Scarves,Mufflers,Mantillas,Veils & The Like Of Wool/Finearri Hair",6952,2898534
62143000,"Shawls,Scarves,Mufflers,Mantillas,Veils,Etc & The Like Of Synthetic Fibres",15689,2156897
62144000,"Shawls,Scarves,Mufflers,Mantillas,Veils & The Like Of Artificial Fibre",374,194543
62149000,"Shawls,Scrvs.,Mflrs.,Mntls.,Veils,Etc,Of Oth.Textls.(Exl.Silk/Wool,Syn/Art",146296,53838474
62151000,"Ties, Bow Ties And Cravats Of Silk Or Silk Waste",2,2251
62152000,"Ties, Bow Ties And Cravats Of Man-Made Fibres",41,393744
62159000,"Ties, Bow Ties And Cravats Of Other Textiles,Nes(Excl.Silk Man Made Fibre)",1381,652237
62160000,"Gloves, Mittens And Mitts",528,870326
62171000,"Clothing Accessories, Nes",16206,12036321
62179000,"Parts Of Garments Or Clothing Accessories, Nes",2703,2836851
63011000,Electric Blankets,13,25389
63012000,"Blankets (Excl. Electric Blankets) And Travelling Rugs, Of Wool...",3844,1862277
63013000,"Blankets (Excl. Electric Blankets) And Travelling Rugs, Of Cotton",2567,1947944
63014000,"Blankets (Excl. Electric Blankets), Etc, Of Synthetic Fibres",491,382944
63019000,"Blankets And Travelling Rugs, Nes",2346,1324552
63021000,"Bed Linen, Knitted Or Crocheted",897,426174
63022100,Printed Bed-Linen Of Cotton (Excl. Knitted Or Crocheted),2260,1091313
63022900,Printed Bed-Linen Of Other Textiles (Excl. Knitted Or Crocheted),1949,900928
63023100,"Bed Linen Of Cotton (Excl. Printed, Knitted Or Crocheted)",82,59073
63023900,"Bad Linen Of Other Textiles (Excl. Printed, Knitted Or Crocheted)",4078,2034242
63024000,"Table Linen, Knitted Or Crocheted",2464,1138134
63025100,Table Linen Of Cotton (Excl. Knitted Or Crocheted),6,4009
63025300,Table Linen Of Man-Made Fibres (Excl. Knitted Or Crocheted),1723,656377
63025900,"Table Linen Of Other Textiles, Nes (Excl. Knitted Or Crocheted)",12050,4989882
63026000,"Toilet Linen And Kitchen Linen, Of Terry Fabrics, Of Cotton",22426,5972605
63029100,"Linen Of Cotton, Nes",310,126147
63029300,"Linen Of Man-Made Fibres, Nes",678,337438
63029900,"Linen Of Other Textiles, Nes",3902,1525125
63031200,"Curtains, Etc; Bed Valances Of Synthetic Fibres, Knitted Or Crocheted",611,312374
63031900,"Curtains, Etc; Bed Valances Of Textile Materials, Knitted Or Crocheted",254,206722
63039100,Curtains&Interior Blinds;Curtain/Bed Vlncs.Of Cotton(Exl.Knitted/Crocheted,18,15780
63039900,Curtains&Intror.Blinds;Curtain/Bed Valances Of Oth.Txtls.(Exl.Knitted/Croc,1587,941087
63041100,Knitted Or Crocheted Bedspreads,628,251189
63041900,Bedspreads (Excl. Knitted Or Crocheted),1020,349386
63042000,Bed nets specified in Subheading Note 1 to this Chapter,282378,124790587
63049200,"Furnishing Articles, Nes, Of Cotton (Excl. Knitted Or Crocheted)",437,178555
63049300,Furnishing Articles Of Synthetic Fibres (Excl. Knitted Or Crocheted),3846,2101387
63049900,Furnishing Articles Of Other Textiles (Excl. Knitted Or Crocheted),8872,3817689
63051000,"Sacks And Bags, Used For Packing Goods, Of Jute, Etc",1264,646272
63052000,"Sacks And Bags, Used For Packing Goods, Of Cotton",1,2360
63053200,"Flexible Intermediate Bulk Containers, Of Man-Made Textile Materials",4006,1016941
63053900,"Sacks And Bags, Used For Packing Goods, Of Man-Made Textile Fibres, Nes",709,184253
63059000,"Sacks And Bags, Used For Packing Goods, Of Other Textiles, Nes",6204,2924414
63061200,"Tarpaulins, Awnings And Sunblinds, Of Synthetic Fibres",2,1241
63061900,"Tarpaulins, Awnings And Sunblinds, Of Other Textiles, Nes",42,20791
63062200,Tents Of Synthetic Fibres,12947,4025428
63062900,"Tents Of Textiles, (Excl. Cotton Or Synthetic Fibres)",2949,1042574
63069000,Other camping goods,1078,212854
63071000,"Floor-Cloths, Dish-Cloths, Dusters And Similar Cleaning Cloths",12345,4819276
63072000,Life-Jackets And Life-Belts,11225,3038915
63079000,"Made Up Articles (Incl. Dress Patterns), Nes",275095,88576599
63090000,,746597,24524739
63090090,Worn clothing & other worn articles excl. Imported by VAT reg. blanket mfg. Indus.,1178,282720
63109000,"USED OR NEW RAGS, SCRAP TWINE, CORDAGE, ROPE AND CABLES AND WORN OUT ART..,EXCL. SORTED",3186,294487
64011000,Waterproof Footwear Incorporating A Protective Metal Toe-Cap...,2108,516037
64019900,Waterproof Footwear Nes.,148828,22905983
64021900,"Sport Footwear, Nes, Of Rubber Or Plastics",63,20391
64022000,"Footwear With Upper Straps/Thongs Plugged Into Soles,Of Rubber Or Plastics",1461,710488
64029100,"Footwear, Nes, Covering The Ankle Of Rubber Or Plastics",344,974384
64029900,"Footwear, Nes, Exl. Covering The Ankle, Of Rubber Or Plastics",495669,136257160
64031900,"Sports Footwear, With Rubber, Plastics, Leather...Soles, Leather Uppers",2156,1778322
64032000,"Footwear With Leather Soles And Straps (Over Instep, Around Big Toe)",36,22543
64034000,"Footwear, With A Metal Toe-Cap, Leather Uppers",17710,8031936
64035100,"Footwear With Leather Soles And Uppers, Covering The Ankle",1,16791
64035900,"Footwear With Leather Soles And Uppers, Not Covering The Ankle",34354,71864453
64039100,"Footwear With Rubber... Soles And Leather Uppers, Covering The Ankle,Nes",2199,4868859
64039900,"Footwear With Rubber... Soles, Leather Uppers, Not Covering The Ankle",21059,8447829
64041100,"Sports Shoes, Etc, With Rubber Or Plastic Soles And Textile Uppers",6012,3405826
64041900,"Sports Footwear, With Rubber Or Plastic Soles And Textile Uppers",820,1931357
64042000,Footwear With Leather Or Composition Leather Soles And Textile Uppers,517,474540
64051000,"Footwear, Nes, With Leather Or Composition Leather Uppers",132616,49154810
64052000,"Footwear, Nes, With Textile Uppers",17956,7237955
64059000,"Footwear, Nes",39322,13627937
64061000,,462571,167526975
64062000,"Outer soles and heels, of rubber or plastics",759045,216617226
64069000,Other Parts of footwear,129275,40381449
65010000,"Hat-Forms, Hat Bodies And Hoods Of Felt; Plateaux And Manchons Of Felt",1629,539707
65020000,"Hat-Shapes, Plaited Or Made By Assembling Strips Of Any Material",26,1957
65040000,"Hats And Other Headgear, Plaited Or Assembled By Strips Of Any Material",30,18107
65050000,"Hats and other headgear, knitted or crocheted, . trimmed; hair-nets of any material, wh",62994,13046469
65061000,Safety Headgear,116549,42198985
65069100,"Hats And Other Headgear, Of Rubber Or Plastics",2159,611258
65069900,"Hats And Other Headgear, Nes",128,176629
65070000,"Head-Bands, Linings, Covers, Hat Foundations, Etc, For Headgear",3515,1229539
66011000,Garden Or Similar Umbrellas,28902,3659103
66019100,"Umbrellas And Sun Umbrellas, Having A Telescopic Shaft",1139,751411
66019900,"Umbrellas And Sun Umbrellas, Nes",1694,705328
66020000,"Walking-Sticks, Seat-Sticks, Whips, Riding-Crops And The Like",604,505453
66032000,"Umbrella Frames, Including Frames Mounted On Shafts (Sticks)",681871,72578223
66039000,"Parts, Trimmings And Accessories Of Articles Of 66.01 Or 66.02",41449,6774289
67010000,"Skins Of Birds With Feathers Or Down, Feathers, Etc",744,139986
67021000,"Artificial Flowers, Foliage And Fruit And Articles Thereof Of Plastics",89824,33839549
67029000,"Artificial Flowers, Foliage, Etc And Articles Thereof Of Other Materials",96318,36050134
67030000,"Human Hair, Dressed, Etc; Animal Hair And Synthetic Materials For Wigs",1416,2126531
67041100,Complete Wigs Of Synthetic Textile Materials,158,164116
67041900,"False Beards, Eyebrows And Eyelashes, Etc, Of Synthetic Fibres",507,1172343
67042000,"Wigs, False Beards, Eyebrows, Etc And Articles, Nes, Of Human Hair",19,25042
67049000,"Wigs,False Beards,Eyebrows,Etc Of Animal Hair Or Text,Material",2295,1188899
68022100,"Marble, Travertine, Alabaster, Cut/Sawn, With Flat/Even Surface",39984,2865130
68022990,Silex/lining/abrasive/polishing disc imported by other than VAT regi.ceramic prod,2977,280221
68029100,"Marble, Travertine And Alabaster, Worked",90030,6329291
68029300,Worked Granite,5,2726
68029900,"Monumental/Building Stone, Nes, Worked",2176136,15235030
68030000,Worked Slate And Articles Of Slate Or Of Agglomerated Slate,6480,427044
68041000,"Millstones And Grindstones For Milling, Grinding Or Pulping",94610,56378882
68042100,"Millstones, etc, of agglomerated synthetic or natural diamond",21013,20070158
68042200,"Millstones, etc, of other agglomerated abrasives or of ceramics",659124,221481053
68042300,"Millstones, etc, of natural stone",10215,3563228
68043000,Hand Sharpening Or Polishing Stones,140614,21757791
68051000,"NATURAL OR ARTIFICIAL ABRASIVE POWDER OR GRAIN..,ON A BASE OF WOVEN TEXTILE FABRIC ON",87824,49492545
68052000,"Natural Or Artificial Abrasive Powder/Grain, On Paper/Paperboard",45138,27404527
68053000,"Natural Or Artificial Abrasive Powder/Grain, On A Base Of Materials, Nes",75144,49703361
68061000,"Slag Wool, Rock Wool, Etc (Incl. Intermixtures) In Bulk, Sheets Or Rolls",194635,35358539
68062000,"Exfoliated Vermiculite, Expanded Clays, Etc (Incl. Intermixtures)",82,89288
68069000,"OTH. WOOL,EXCL.SLAG WOOL,ROCK WOOLAND SIMILAR, EXFOLIATED VERMICULITE, EXPANDED CLAYS..",161382,41386854
